time_s,x,y,vx,vy
10620.0,-389319987.0662786,2198677.9208627157,27.893970533018003,-1007.532668520031
10680.0,-389318308.6949613,2138225.934021496,28.051740926481887,-1007.5335472785398
10740.0,-389316620.85736734,2077773.8951892965,28.2095130876773,-1007.5344015523201
10800.0,-389314923.55339074,2017321.8058352233,28.367287012898263,-1007.535231340591
10860.0,-389313216.7829258,1956869.6674284309,28.52506269843851,-1007.5360366425725
10920.0,-389311500.5458669,1896417.4814381201,28.682840140591512,-1007.5368174574847
10980.0,-389309774.84210885,1835965.2493335383,28.840619335650462,-1007.5375737845485
11040.0,-389308039.6715466,1775512.9725839798,28.998400279908278,-1007.5383056229851
11100.0,-389306295.03407526,1715060.6526587857,29.156182969657607,-1007.5390129720165
11160.0,-389304540.9295902,1654608.2910273434,29.313967401190823,-1007.539695830865
11220.0,-389302777.3579871,1594155.8891590873,29.471753570800022,-1007.5403541987533
11280.0,-389301004.3191617,1533703.4485234986,29.62954147477703,-1007.5409880749052
11340.0,-389299221.8130101,1473250.9705901043,29.7873311094134,-1007.5415974585443
11400.0,-389297429.83942854,1412798.4568284787,29.94512247100041,-1007.5421823488953
11460.0,-389295628.3983135,1352345.9087082425,30.10291555582906,-1007.542742745183
11520.0,-389293817.4895618,1291893.3276990624,30.260710360190085,-1007.543278646633
11580.0,-389291997.11307025,1231440.7152706522,30.41850688037394,-1007.5437900524714
11640.0,-389290167.2687361,1170988.0728927716,30.576305112670813,-1007.5442769619248
11700.0,-389288327.9564567,1110535.4020352268,30.734105053370612,-1007.5447393742202
11760.0,-389286479.1761297,1050082.7041678708,30.891906698762977,-1007.5451772885851
11820.0,-389284620.92765284,989629.9807606023,31.04971004513727,-1007.545590704248
11880.0,-389282753.2109242,929177.2332833667,31.20751508878259,-1007.5459796204372
11940.0,-389280876.02584213,868724.4632061555,31.36532182598775,-1007.546344036382
12000.0,-389278989.37230504,808271.6719990064,31.523130253041295,-1007.5466839513123
12060.0,-389277093.2502117,747818.8611320036,31.680940366231503,-1007.5469993644581
12120.0,-389275187.6594611,687366.0320752771,31.838752161846372,-1007.5472902750503
12180.0,-389273272.5999523,626913.1862990032,31.99656563617363,-1007.5475566823201
12240.0,-389271348.0715847,566460.3252734044,32.154380785500734,-1007.5477985854994
12300.0,-389269414.07425797,506007.450468749,32.312197606114864,-1007.5480159838206
12360.0,-389267470.60787195,445554.56335535157,32.47001609430293,-1007.5482088765165
12420.0,-389265517.6723266,385101.66540357267,32.62783624635156,-1007.5483772628204
12480.0,-389263555.26752234,324648.75808381883,32.78565805854714,-1007.5485211419664
12540.0,-389261583.39335954,264195.8428665424,32.94348152717575,-1007.5486405131887
12600.0,-389259602.049739,203742.92122224186,33.101306648523206,-1007.5487353757226
12660.0,-389257611.23656166,143289.9946214614,33.25913341887507,-1007.5488057288034
12720.0,-389255610.9537287,82837.06453479116,33.4169618345166,-1007.5488515716671
12780.0,-389253601.2011415,22384.132432867067,33.574791891732815,-1007.5488729035503
12840.0,-389251581.97870165,-38068.800213629154,33.73262358680844,-1007.5488697236901
12900.0,-389249553.28631103,-98521.73193397003,33.89045691602793,-1007.5488420313242
12960.0,-389247515.1238717,-158974.66125738234,34.04829187567548,-1007.5487898256905
13020.0,-389245467.4912859,-219427.58671304717,34.206128462035004,-1007.5487131060278
13080.0,-389243410.3884562,-279880.50683009997,34.363966671390145,-1007.5486118715753
13140.0,-389241343.8152853,-340333.4201376305,34.52180650002427,-1007.5484861215726
13200.0,-389239267.7716762,-400786.32516468293,34.679647944220484,-1007.5483358552601
13260.0,-389237182.257532,-461239.22044025594,34.837491000261615,-1007.5481610718786
13320.0,-389235087.27275616,-521692.1044933026,34.99533566443022,-1007.5479617706691
13380.0,-389232982.8172523,-582144.9758527305,35.15318193300858,-1007.5477379508736
13440.0,-389230868.8909242,-642597.8330474016,35.31102980227872,-1007.5474896117346
13500.0,-389228745.493676,-703050.6746061328,35.468879268522365,-1007.5472167524947
13560.0,-389226612.625412,-763503.4990576952,35.626730328021,-1007.5469193723975
13620.0,-389224470.2860366,-823956.3049308147,35.78458297705582,-1007.5465974706868
13680.0,-389222318.4754547,-884409.0907541718,35.94243721190775,-1007.5462510466073
13740.0,-389220157.19357115,-944861.8550564018,36.10029302885746,-1007.5458800994037
13800.0,-389217986.44029117,-1005314.5963660945,36.25815042418532,-1007.5454846283216
13860.0,-389215806.2155202,-1065767.3132117947,36.416009394171446,-1007.545064632607
13920.0,-389213616.51916385,-1126220.0041220016,36.57386993509569,-1007.5446201115067
13980.0,-389211417.351128,-1186672.6676251697,36.73173204323763,-1007.5441510642676
14040.0,-389209208.7113187,-1247125.302249708,36.88959571487655,-1007.5436574901373
14100.0,-389206990.5996422,-1307577.9065239804,37.047460946291494,-1007.543139388364
14160.0,-389204763.0160051,-1368030.4789763058,37.205327733761216,-1007.5425967581965
14220.0,-389202525.9603141,-1428483.018134958,37.36319607356421,-1007.5420295988839
14280.0,-389200279.4324762,-1488935.522528166,37.52106596197869,-1007.5414379096759
14340.0,-389198023.4323986,-1549387.9906841132,37.67893739528262,-1007.5408216898228
14400.0,-389195757.9599887,-1609840.4211309387,37.83681036975366,-1007.5401809385754
14460.0,-389193483.0151542,-1670292.8123967363,37.994684881669215,-1007.5395156551851
14520.0,-389191198.5978029,-1730745.163009555,38.15256092730643,-1007.5388258389038
14580.0,-389188904.7078429,-1791197.471497399,38.310438502942176,-1007.5381114889836
14640.0,-389186601.3451825,-1851649.7363882274,38.46831760485304,-1007.5373726046778
14700.0,-389184288.5097302,-1912101.9562099546,38.62619822931536,-1007.5366091852395
14760.0,-389181966.2013949,-1972554.1294904503,38.784080372605175,-1007.5358212299228
14820.0,-389179634.4200855,-2033006.2547575394,38.94196403099828,-1007.5350087379823
14880.0,-389177293.16571116,-2093458.330539002,39.09984920077019,-1007.5341717086728
14940.0,-389174942.43818134,-2153910.355362574,39.257735878196144,-1007.5333101412501
15000.0,-389172582.2374057,-2214362.327755946,39.41562405955112,-1007.5324240349703
15060.0,-389170212.5632942,-2274814.2462467644,39.57351374110983,-1007.5315133890898
15120.0,-389167833.41575676,-2335266.109362631,39.7314049191467,-1007.530578202866
15180.0,-389165444.79470384,-2395717.915631103,39.8892975899359,-1007.5296184755563
15240.0,-389163046.70004594,-2456169.663579692,40.04719174975133,-1007.528634206419
15300.0,-389160639.13169384,-2516621.351735867,40.20508739486661,-1007.527625394713
15360.0,-389158222.08955854,-2577072.9786270517,40.362984521555106,-1007.5265920396974
15420.0,-389155795.57355124,-2637524.5427806247,40.5208831260899,-1007.5255341406322
15480.0,-389153359.58358335,-2697976.0427239216,40.6787832047438,-1007.5244516967775
15540.0,-389150914.1195666,-2758427.476984232,40.83668475378937,-1007.5233447073942
15600.0,-389148459.1814129,-2818878.844088803,40.99458776949888,-1007.5222131717438
15660.0,-389145994.76903427,-2879330.1425648355,41.15249224814434,-1007.5210570890882
15720.0,-389143520.8823431,-2939781.3709394876,41.31039818599749,-1007.5198764586899
15780.0,-389141037.5212519,-3000232.527739872,41.46830557932981,-1007.5186712798117
15840.0,-389138544.68567353,-3060683.611493059,41.62621442441249,-1007.5174415517172
15900.0,-389136042.37552094,-3121134.620726072,41.78412471751647,-1007.5161872736704
15960.0,-389133530.5907074,-3181585.553965893,41.94203645491241,-1007.5149084449359
16020.0,-389131009.33114636,-3242036.4097394585,42.09994963287071,-1007.513605064779
16080.0,-389128478.59675145,-3302487.1865736605,42.257864247661495,-1007.512277132465
16140.0,-389125938.3874366,-3362937.882995348,42.41578029555462,-1007.5109246472603
16200.0,-389123388.703116,-3423388.4975313256,42.57369777281967,-1007.5095476084315
16260.0,-389120829.5437039,-3483839.0287083536,42.731616675725974,-1007.5081460152459
16320.0,-389118260.9091149,-3544289.475053149,42.889537000542575,-1007.5067198669713
16380.0,-389115682.7992638,-3604739.835092384,43.047458743538265,-1007.5052691628758
16440.0,-389113095.2140656,-3665190.107352688,43.20538190098155,-1007.5037939022285
16500.0,-389110498.15343565,-3725640.2903606454,43.363306469140674,-1007.5022940842986
16560.0,-389107891.6172893,-3786090.3826427977,43.52123244428362,-1007.500769708356
16620.0,-389105275.6055423,-3846540.382725642,43.679159822678095,-1007.499220773671
16680.0,-389102650.11811054,-3906990.289135632,43.83708860059154,-1007.4976472795148
16740.0,-389100015.1549102,-3967440.1003991775,43.995018774291125,-1007.4960492251587
16800.0,-389097370.7158576,-4027889.8150426447,44.15295034004376,-1007.4944266098748
16860.0,-389094716.8008694,-4088339.4315923564,44.310883294116074,-1007.4927794329357
16920.0,-389092053.40986234,-4148788.948574591,44.46881763277444,-1007.4911076936144
16980.0,-389089380.54275346,-4209238.364515584,44.62675335228495,-1007.4894113911845
17040.0,-389086698.19946,-4269687.677941527,44.784690448913445,-1007.4876905249201
17100.0,-389084006.37989956,-4330136.887378569,44.942628918925486,-1007.4859450940961
17160.0,-389081305.08398974,-4390585.991352813,45.10056875858637,-1007.4841750979875
17220.0,-389078594.3116485,-4451034.988390322,45.25850996416113,-1007.4823805358701
17280.0,-389075874.06279397,-4511483.8770171115,45.416452531914516,-1007.4805614070202
17340.0,-389073144.3373446,-4571932.655759158,45.57439645811103,-1007.4787177107147
17400.0,-389070405.135219,-4632381.323142391,45.7323417390149,-1007.4768494462307
17460.0,-389067656.4563359,-4692829.8776926985,45.890288370890076,-1007.4749566128463
